product,console,loose_old,loose_new,cib_old,cib_new,loose_market,cib_market,source,status
Harry Potter Sorcerers Stone - PS2 Game,Playstation 2,107.9,106.99,107.9,193.99,79.92592592592592,143.86666666666667,uplift_1.8x,APPLY
Harvest Moon 3 - Gameboy Color Game,Gameboy Color,72.98,71.99,72.98,130.99,54.05925925925926,97.30666666666666,uplift_1.8x,APPLY
Harvest Moon Save the Homeland - PS2 Game,Playstation 2,15.98,14.99,15.98,27.99,11.837037037037037,21.30666666666667,uplift_1.8x,APPLY
Harvey Birdman Attorney at Law - Wii Game,Wii,11.85,10.99,11.85,20.99,8.777777777777777,15.799999999999999,uplift_1.8x,APPLY
Hasbro Family Game Night 2 - Wii Game,Wii,9.99,8.99,9.99,13.99,6.77,7.35,pc_search,APPLY
Haunted House - Wii Game,Wii,11.99,10.99,11.99,15.99,8.67,8.7,pc_search,APPLY
Haunted Mansion - Gamecube Game,Gamecube,14.8,13.99,14.8,25.99,10.962962962962962,19.73333333333333,uplift_1.8x,APPLY
Heatseeker - PS2 Game,Playstation 2,9.5,8.99,9.5,16.99,7.037037037037036,12.666666666666666,uplift_1.8x,APPLY
Heatseeker - Wii Game,Wii,7.99,6.99,7.99,11.99,5.26,5.78,pc_search,APPLY
Heavenly Guardian - Wii Game,Wii,10.18,9.99,10.18,17.99,7.54074074074074,13.573333333333332,uplift_1.8x,APPLY
Heavy Barrel - NES Game,NES,21.74,20.99,21.74,38.99,16.1037037037037,28.98666666666666,uplift_1.8x,APPLY
Heavy Shreddin' - NES Game,NES,9.35,8.99,9.35,15.99,6.925925925925926,12.466666666666667,uplift_1.8x,APPLY
Herzog Zwei - Sega Genesis Game,Sega Genesis,59.13,58.99,59.13,105.99,43.8,78.84,uplift_1.8x,APPLY
Hexyz Force - PSP Game,PSP,103.49,102.99,103.49,185.99,76.65925925925924,137.98666666666665,uplift_1.8x,APPLY
High Heat Baseball 2000 - PS1 Game,Playstation,7.07,6.99,7.07,11.99,5.2370370370370365,9.426666666666666,uplift_1.8x,APPLY
High Heat Major League Baseball 2004 - PS2 Game,Playstation 2,6.35,5.99,6.35,10.99,4.703703703703703,8.466666666666667,uplift_1.8x,APPLY
High Rollers Casino - PS2 Game,Playstation 2,6.14,5.99,6.14,10.99,4.548148148148147,8.186666666666666,uplift_1.8x,APPLY
High School Musical 3 Senior Year Dance - PS2 Game,Playstation 2,6.94,5.99,6.94,10.99,4.69,5.13,pc_search,APPLY
High Stakes - Gameboy Game,Gameboy,9.92,8.99,9.92,16.99,7.348148148148147,13.226666666666665,uplift_1.8x,APPLY
History Channel Civil War Secret Missions - PS2 Game,Playstation 2,10.83,9.99,10.83,18.99,8.022222222222222,14.44,uplift_1.8x,APPLY
Hit the Ice - Sega Genesis Game,Sega Genesis,27.67,26.99,27.67,48.99,20.496296296296297,36.89333333333334,uplift_1.8x,APPLY
Hollywood Squares - Wii Game,Wii,7.7,6.99,7.7,12.99,5.703703703703703,10.266666666666666,uplift_1.8x,APPLY
Home Alone 2 Lost In New York - SNES Game,SNES,14.46,13.99,14.46,25.99,10.71111111111111,19.279999999999998,uplift_1.8x,APPLY
Home Improvement - SNES Game,SNES,110.61,109.99,110.61,198.99,81.93333333333332,147.48,uplift_1.8x,APPLY
Home Run King - Gamecube Game,Gamecube,5.87,4.99,5.87,9.99,4.348148148148148,7.826666666666667,uplift_1.8x,APPLY
Hook - Sega Genesis Game,Sega Genesis,27.39,26.99,27.39,48.99,20.288888888888888,36.519999999999996,uplift_1.8x,APPLY
Hooters Road Trip - PS1 Game,Playstation,15.2,14.99,15.2,26.99,11.259259259259258,20.266666666666666,uplift_1.8x,APPLY
Hot Shots Golf Open Tee 2 - PSP Game,PSP,10.38,9.99,10.38,17.99,7.688888888888889,13.84,uplift_1.8x,APPLY
Hot Shots Tennis: Get a Grip - PSP Game,PSP,7.02,6.99,7.02,11.99,5.199999999999999,9.36,uplift_1.8x,APPLY
Hot Wheels Stunt Track Driver - Gameboy Color Game,Gameboy Color,4.71,3.99,4.71,7.99,3.4888888888888885,6.279999999999999,uplift_1.8x,APPLY
Hot Wheels Velocity X - PS2 Game,Playstation 2,13.99,13.99,13.99,24.99,10.362962962962962,18.653333333333332,uplift_1.8x,APPLY
Hoyle Casino - Gameboy Color Game,Gameboy Color,13.04,12.99,13.04,22.99,9.659259259259258,17.386666666666667,uplift_1.8x,APPLY
I-Ninja - Gamecube Game,Gamecube,46.02,45.99,46.02,81.99,34.08888888888889,61.36,uplift_1.8x,APPLY
IGPX - PS2 Game,Playstation 2,37.75,36.99,37.75,66.99,27.962962962962962,50.333333333333336,uplift_1.8x,APPLY
IHRA Drag Racing Sportsman Edition - PS2 Game,Playstation 2,9.41,8.99,9.41,15.99,6.97037037037037,12.546666666666667,uplift_1.8x,APPLY
IHRA Professional Drag Racing 2005 - PS2 Game,Playstation 2,7.11,6.99,7.11,11.99,5.266666666666667,9.48,uplift_1.8x,APPLY
Illusion of Gaia - SNES Game,SNES,43.25,42.99,43.25,76.99,32.03703703703704,57.66666666666667,uplift_1.8x,APPLY
In Your Face - Gameboy Game,Gameboy,8.7,7.99,8.7,14.99,6.444444444444444,11.6,uplift_1.8x,APPLY
Indiana Jones and the Last Crusade - Sega Genesis Game,Sega Genesis,24.87,23.99,24.87,43.99,18.42222222222222,33.16,uplift_1.8x,APPLY
Indiana Jones Infernal Machine - Nintendo 64 Game,Nintendo 64,130.5,129.99,130.5,233.99,96.66666666666666,174.0,uplift_1.8x,APPLY
Insector X - Sega Genesis Game,Sega Genesis,38.31,37.99,38.31,67.99,28.377777777777776,51.08,uplift_1.8x,APPLY
Instruments of Chaos Starring Young Indiana Jones - Sega Genesis Game,Sega Genesis,17.86,16.99,17.86,31.99,13.229629629629628,23.81333333333333,uplift_1.8x,APPLY
International Superstar Soccer Deluxe - SNES Game,SNES,82.68,81.99,82.68,147.99,61.24444444444445,110.24000000000001,uplift_1.8x,APPLY
Inuyasha A Feudal Fairy Tale - PS1 Game,Playstation,27.27,26.99,27.27,48.99,20.2,36.36,uplift_1.8x,APPLY
Iron Helix - Sega CD Game,Sega CD,40.7,39.99,40.7,72.99,30.14814814814815,54.266666666666666,uplift_1.8x,APPLY
Izzy's Quest for the Olympic Rings - Sega Genesis Game,Sega Genesis,11.43,10.99,11.43,19.99,8.466666666666667,15.24,uplift_1.8x,APPLY
Jackie Chan's Stunt Master - PS1 Game,Playstation,85.5,84.99,85.5,152.99,63.33333333333333,114.0,uplift_1.8x,APPLY
James Pond 2 Codename Robocod - Sega Genesis Game,Sega Genesis,19.15,18.99,19.15,33.99,14.185185185185183,25.53333333333333,uplift_1.8x,APPLY
James Pond 3 Operation Starfish - Sega Genesis Game,Sega Genesis,21.74,20.99,21.74,38.99,16.1037037037037,28.98666666666666,uplift_1.8x,APPLY
Jeopardy - PS2 Game,Playstation 2,8.65,7.99,8.65,14.99,6.407407407407407,11.533333333333333,uplift_1.8x,APPLY
Jeopardy Platinum Edition - Gameboy Game,Gameboy,15.94,14.99,15.94,27.99,11.807407407407407,21.253333333333334,uplift_1.8x,APPLY
Jeopardy Sports Edition - Gameboy Game,Gameboy,16.33,15.99,16.33,28.99,12.096296296296295,21.77333333333333,uplift_1.8x,APPLY
Jeopardy Teen Tournament - Gameboy Game,Gameboy,13.31,12.99,13.31,22.99,9.85925925925926,17.746666666666666,uplift_1.8x,APPLY
Jet Grind Radio - GBA Game,Gameboy Advance,134.75,133.99,134.75,241.99,99.81481481481481,179.66666666666666,uplift_1.8x,APPLY
Jet Grind Radio - Sega Dreamcast Game,Sega Dreamcast,56.22,55.99,56.22,100.99,41.64444444444444,74.96,uplift_1.8x,APPLY
Jet Moto 3 - PS1 Game,Playstation,12.83,11.99,12.83,22.99,9.503703703703703,17.106666666666666,uplift_1.8x,APPLY
Jet X2O - PS2 Game,Playstation 2,9.41,8.99,9.41,15.99,6.97037037037037,12.546666666666667,uplift_1.8x,APPLY
Jewel Master - Sega Genesis Game,Sega Genesis,23.29,22.99,23.29,40.99,17.25185185185185,31.05333333333333,uplift_1.8x,APPLY
Jikandia: The Timeless Land - PSP Game,PSP,14.4,13.99,14.4,24.99,10.666666666666666,19.2,uplift_1.8x,APPLY
Joe and Mac - Sega Genesis Game,Sega Genesis,56.55,55.99,56.55,100.99,41.888888888888886,75.39999999999999,uplift_1.8x,APPLY
Joe and Mac - SNES Game,SNES,26.01,25.99,26.01,45.99,19.266666666666666,34.68,uplift_1.8x,APPLY
Joe and Mac 2 Lost in the Tropics - SNES Game,SNES,108.71,107.99,108.71,194.99,80.52592592592592,144.94666666666666,uplift_1.8x,APPLY
John Elway's Quarterback - NES Game,NES,6.51,5.99,6.51,10.99,4.822222222222222,8.68,uplift_1.8x,APPLY
John Madden Football '92 - Sega Genesis Game,Sega Genesis,8.13,7.99,8.13,13.99,6.022222222222222,10.84,uplift_1.8x,APPLY
John Madden Football '93 [Championship Edition] - Sega Genesis Game,Sega Genesis,86.99,86.99,86.99,155.99,64.43703703703703,115.98666666666665,uplift_1.8x,APPLY
Jordan vs Bird One on One - NES Game,NES,9.85,8.99,9.85,16.99,7.296296296296296,13.133333333333333,uplift_1.8x,APPLY
Judge Dredd - SNES Game,SNES,14.56,13.99,14.56,25.99,10.785185185185185,19.413333333333334,uplift_1.8x,APPLY
Jumping Flash - PS1 Game,Playstation,75.64,45.99,75.64,133.99,34.75,99.55,pc_search,APPLY
JumpStart Dino Adventure Field Trip - Gameboy Color Game,Gameboy Color,9.47,8.99,9.47,16.99,7.014814814814815,12.626666666666667,uplift_1.8x,APPLY
Jurassic Park 2 The Chaos Continues - SNES Game,SNES,34.79,33.99,34.79,61.99,25.77037037037037,46.38666666666666,uplift_1.8x,APPLY
Jurassic Park III: Dino AttackPAL  - GBA Game,Gameboy Advance,31.32,20.99,31.32,120.99,15.76,90.0,pc_search,APPLY
Just Dance 2018 - Wii U Game,Wii U,14.99,13.99,14.99,14.99,10.8,11.36,pc_search,APPLY
Just Dance Kids 2 - Wii Game,Wii,8.94,7.99,8.94,15.99,6.622222222222222,11.92,uplift_1.8x,APPLY
Justice League Chronicles - GBA Game,Gameboy Advance,22.81,21.99,22.81,40.99,16.896296296296295,30.413333333333334,uplift_1.8x,APPLY
Justice League Task Force - Sega Genesis Game,Sega Genesis,19.17,18.99,19.17,33.99,14.200000000000001,25.560000000000002,uplift_1.8x,APPLY
Justice League Task Force - SNES Game,SNES,24.74,23.99,24.74,43.99,18.325925925925922,32.986666666666665,uplift_1.8x,APPLY
Kartia Word of Fate - PS1 Game,Playstation,77.73,76.99,77.73,138.99,57.577777777777776,103.64,uplift_1.8x,APPLY
Ken Griffey Jr Major League Baseball - SNES Game,SNES,13.69,12.99,13.69,23.99,10.140740740740739,18.25333333333333,uplift_1.8x,APPLY
Kendo Rage - SNES Game,SNES,91.77,90.99,91.77,164.99,67.97777777777777,122.36,uplift_1.8x,APPLY
Kenka Bancho: Badass Rumble - PSP Game,PSP,91.44,90.99,91.44,163.99,67.73333333333333,121.92,uplift_1.8x,APPLY
Kerplunk / Toss Across / Tip It - GBA Game,Gameboy Advance,7.77,6.99,7.77,13.99,5.755555555555555,10.36,uplift_1.8x,APPLY
Kid's Cards - GBA Game,Gameboy Advance,4.12,3.99,4.12,6.99,3.051851851851852,5.493333333333333,uplift_1.8x,APPLY
Kill.Switch - PS2 Game,Playstation 2,10.99,8.99,10.99,11.99,7.0,8.91,pc_search,APPLY
Killer Instinct - SNES Game,SNES,21.03,20.99,21.03,36.99,15.577777777777778,28.04,uplift_1.8x,APPLY
Kim Possible 3 - GBA Game,Gameboy Advance,10.16,9.99,10.16,17.99,7.525925925925925,13.546666666666665,uplift_1.8x,APPLY
Kinetica - PS2 Game,Playstation 2,13.26,12.99,13.26,22.99,9.822222222222221,17.68,uplift_1.8x,APPLY
King of Dragons - SNES Game,SNES,135.88,134.99,135.88,243.99,100.65185185185184,181.17333333333332,uplift_1.8x,APPLY
King of Fighters Neowave - Xbox Game,Xbox,75.99,75.99,75.99,135.99,56.288888888888884,101.32,uplift_1.8x,APPLY
King of the Monsters 2 - Sega Genesis Game,Sega Genesis,23.75,22.99,23.75,41.99,17.59259259259259,31.666666666666664,uplift_1.8x,APPLY
King's Field Ancient City - PS2 Game,Playstation 2,118.16,117.99,118.16,211.99,87.52592592592592,157.54666666666665,uplift_1.8x,APPLY
King's Knight - NES Game,NES,17.21,16.99,17.21,29.99,12.748148148148148,22.94666666666667,uplift_1.8x,APPLY
King's Quest - Sega Master System Game,Sega Master System,86.99,86.99,86.99,155.99,64.43703703703703,115.98666666666665,uplift_1.8x,APPLY
Kingdom of Paradise - PSP Game,PSP,6.13,5.99,6.13,10.99,4.54074074074074,8.173333333333332,uplift_1.8x,APPLY
Kirby and the Rainbow Curse - Wii U Game,Wii U,57.68,56.99,57.68,102.99,42.72592592592592,76.90666666666667,uplift_1.8x,APPLY
Kirby Super Star - SNES Game,SNES,78.82,77.99,78.82,140.99,58.38518518518518,105.09333333333332,uplift_1.8x,APPLY
Kirby Tilt and Tumble - Gameboy Color Game,Gameboy Color,87.0,86.99,87.0,155.99,64.44444444444444,116.0,uplift_1.8x,APPLY
Kirby's Avalanche - SNES Game,SNES,28.7,27.99,28.7,50.99,21.259259259259256,38.26666666666666,uplift_1.8x,APPLY
Kirby's Dream Course - SNES Game,SNES,43.5,42.99,43.5,77.99,32.22222222222222,58.0,uplift_1.8x,APPLY
Kirby's Return to Dream Land - Wii Game,Wii,58.31,57.99,58.31,103.99,43.19259259259259,77.74666666666667,uplift_1.8x,APPLY
Kiwi Kraze - NES Game,NES,75.4,74.99,75.4,134.99,55.851851851851855,100.53333333333335,uplift_1.8x,APPLY
Klax - Gameboy Color Game,Gameboy Color,10.28,9.99,10.28,17.99,7.614814814814814,13.706666666666665,uplift_1.8x,APPLY
Knights of the Round - SNES Game,SNES,134.13,133.99,134.13,240.99,99.35555555555554,178.83999999999997,uplift_1.8x,APPLY
Konami Arcade Classics - PS1 Game,Playstation,67.01,66.99,67.01,119.99,49.63703703703704,89.34666666666668,uplift_1.8x,APPLY
Konami Collector's Series Arcade Advanced - GBA Game,Gameboy Advance,9.98,8.99,9.98,16.99,7.392592592592592,13.306666666666667,uplift_1.8x,APPLY
Konami Kids Playground: Alphabet Circus - PS2 Game,Playstation 2,8.25,7.99,8.25,13.99,6.111111111111111,11.0,uplift_1.8x,APPLY
Konami Kids Playground: Toy Pals Fun with Numbers - PS2 Game,Playstation 2,11.88,10.99,11.88,20.99,8.8,15.840000000000002,uplift_1.8x,APPLY
Kris Kross: Make My Video - Sega CD Game,Sega CD,27.79,26.99,27.79,49.99,20.585185185185182,37.05333333333333,uplift_1.8x,APPLY
Krusty's Super Fun House - SNES Game,SNES,19.59,18.99,19.59,34.99,14.51111111111111,26.119999999999997,uplift_1.8x,APPLY
Kung Fu Heroes - NES Game,NES,12.83,11.99,12.83,22.99,9.503703703703703,17.106666666666666,uplift_1.8x,APPLY
Kurt Warner's Arena Football Unleashed - PS1 Game,Playstation,11.99,11.99,11.99,20.99,8.881481481481481,15.986666666666666,uplift_1.8x,APPLY
Lagoon - SNES Game,SNES,25.16,24.99,25.16,44.99,18.637037037037036,33.54666666666667,uplift_1.8x,APPLY
Landstalker Treasures of King Nole - Sega Genesis Game,Sega Genesis,53.36,52.99,53.36,95.99,39.525925925925925,71.14666666666666,uplift_1.8x,APPLY
Laser Invasion - NES Game,NES,23.94,22.99,23.94,42.99,17.733333333333334,31.92,uplift_1.8x,APPLY
Last Battle - Sega Genesis Game,Sega Genesis,15.65,14.99,15.65,27.99,11.592592592592592,20.866666666666667,uplift_1.8x,APPLY
Lawnmower Man - Sega Genesis Game,Sega Genesis,30.15,29.99,30.15,53.99,22.333333333333332,40.199999999999996,uplift_1.8x,APPLY
Legacy of the Wizard - NES Game,NES,13.05,12.99,13.05,22.99,9.666666666666666,17.4,uplift_1.8x,APPLY
Legend of Alon D'Ar - PS2 Game,Playstation 2,8.7,7.99,8.7,14.99,6.444444444444444,11.6,uplift_1.8x,APPLY
Legend of Heroes A Tear of Vermillion - PSP Game,PSP,34.24,33.99,34.24,60.99,25.362962962962964,45.653333333333336,uplift_1.8x,APPLY
Legend of Heroes II Prophecy of the Moonlight Witch - PSP Game,PSP,57.55,56.99,57.55,102.99,42.629629629629626,76.73333333333333,uplift_1.8x,APPLY
Legend of the Mystical Ninja - SNES Game,SNES,81.2,80.99,81.2,145.99,60.148148148148145,108.26666666666667,uplift_1.8x,APPLY
Legendary Wings - NES Game,NES,17.11,16.99,17.11,29.99,12.674074074074072,22.81333333333333,uplift_1.8x,APPLY
Legion Legend of Excalibur - PS2 Game,Playstation 2,12.99,11.99,12.99,16.99,9.07,9.36,pc_search,APPLY
LEGO Batman 3: Beyond Gotham - Wii U Game,Wii U,8.99,6.99,8.99,7.99,5.52,6.19,pc_search,APPLY
LEGO Harry Potter Years 5-7 - Wii Game,Wii,9.99,8.99,9.99,13.99,6.84,7.01,pc_search,APPLY
LEGO Pirates of the Caribbean: The Video Game - Wii Game,Wii,10.99,9.99,10.99,14.99,7.95,7.95,pc_search,APPLY
LEGO The Hobbit - Wii U Game,Wii U,11.99,9.99,11.99,10.99,8.0,8.81,pc_search,APPLY
Lemmings - SNES Game,SNES,20.52,19.99,20.52,35.99,15.2,27.36,uplift_1.8x,APPLY
Lemmings 2 The Tribes - Sega Genesis Game,Sega Genesis,27.13,26.99,27.13,47.99,20.096296296296295,36.17333333333333,uplift_1.8x,APPLY
Let's Paint - Wii Game,Wii,7.09,6.99,7.09,11.99,5.2518518518518515,9.453333333333333,uplift_1.8x,APPLY
Let's Play Garden - Wii Game,Wii,9.83,8.99,9.83,16.99,7.281481481481481,13.106666666666666,uplift_1.8x,APPLY
Lethal Enforcers - SNES Game,SNES,14.46,13.99,14.46,25.99,10.71111111111111,19.279999999999998,uplift_1.8x,APPLY
Lethal Enforcers 1 and 2 - PS1 Game,Playstation,52.23,51.99,52.23,93.99,38.68888888888888,69.63999999999999,uplift_1.8x,APPLY
Liberty or Death - Sega Genesis Game,Sega Genesis,91.28,90.99,91.28,163.99,67.6148148148148,121.70666666666665,uplift_1.8x,APPLY
Lightening Force Quest for the Darkstar - Sega Genesis Game,Sega Genesis,97.96,96.99,97.96,175.99,72.56296296296296,130.61333333333332,uplift_1.8x,APPLY
Line Rider 2 Unbound - Wii Game,Wii,5.08,4.99,5.08,8.99,3.7629629629629626,6.7733333333333325,uplift_1.8x,APPLY
Little League World Series Baseball 2008 - Wii Game,Wii,11.92,10.99,11.92,20.99,8.829629629629629,15.893333333333333,uplift_1.8x,APPLY
Little Nicky - Gameboy Color Game,Gameboy Color,36.21,35.99,36.21,64.99,26.822222222222223,48.28,uplift_1.8x,APPLY
Lizzie McGuire 3 - GBA Game,Gameboy Advance,5.89,4.99,5.89,9.99,4.362962962962962,7.853333333333333,uplift_1.8x,APPLY
LocoRoco 2 - PSP Game,PSP,17.99,16.99,17.99,21.99,12.75,13.22,pc_search,APPLY
Lone Ranger - NES Game,NES,111.65,110.99,111.65,199.99,82.70370370370371,148.86666666666667,uplift_1.8x,APPLY
Looney Tunes B-Ball - SNES Game,SNES,72.47,71.99,72.47,129.99,53.68148148148148,96.62666666666667,uplift_1.8x,APPLY
Lord of the Rings Volume 1 - SNES Game,SNES,39.14,38.99,39.14,69.99,28.99259259259259,52.18666666666666,uplift_1.8x,APPLY
Lost in Shadow - Wii Game,Wii,30.58,29.99,30.58,54.99,22.65185185185185,40.773333333333326,uplift_1.8x,APPLY
Lost World Jurassic Park - Sega Genesis Game,Sega Genesis,62.76,61.99,62.76,111.99,46.48888888888889,83.67999999999999,uplift_1.8x,APPLY
Lotus II - Sega Genesis Game,Sega Genesis,11.02,10.99,11.02,18.99,8.162962962962963,14.693333333333333,uplift_1.8x,APPLY
Lotus Turbo Challenge - Sega Genesis Game,Sega Genesis,12.98,11.99,12.98,22.99,9.614814814814814,17.306666666666665,uplift_1.8x,APPLY
Lufia and The Fortress of Doom - SNES Game,SNES,101.5,100.99,101.5,181.99,75.18518518518518,135.33333333333331,uplift_1.8x,APPLY
Lufia Ruins of Lore - GBA Game,Gameboy Advance,79.17,78.99,79.17,141.99,58.64444444444444,105.55999999999999,uplift_1.8x,APPLY
M.C. Kids - NES Game,NES,28.88,27.99,28.88,50.99,21.39259259259259,38.50666666666666,uplift_1.8x,APPLY
Mad Dog II Lost Gold - Sega CD Game,Sega CD,117.34,116.99,117.34,210.99,86.91851851851851,156.45333333333332,uplift_1.8x,APPLY
Mad Dog McCree - Sega CD Game,Sega CD,23.66,22.99,23.66,41.99,17.525925925925925,31.546666666666667,uplift_1.8x,APPLY
Mad Max - NES Game,NES,17.39,16.99,17.39,30.99,12.881481481481481,23.186666666666667,uplift_1.8x,APPLY
Madden 2001 - Gameboy Color Game,Gameboy Color,9.03,8.99,9.03,15.99,6.688888888888888,12.04,uplift_1.8x,APPLY
Madden 2002 - Gameboy Color Game,Gameboy Color,11.5,10.99,11.5,19.99,8.518518518518517,15.333333333333332,uplift_1.8x,APPLY
Madden 2002 - Gamecube Game,Gamecube,5.86,4.99,5.86,9.99,4.340740740740741,7.813333333333334,uplift_1.8x,APPLY
Madden 2004 - GBA Game,Gameboy Advance,7.74,6.99,7.74,12.99,5.733333333333333,10.32,uplift_1.8x,APPLY
Madden 2006 - Gamecube Game,Gamecube,8.99,7.99,8.99,12.99,6.56,6.59,pc_search,APPLY
Madden 2007 - Gamecube Game,Gamecube,6.94,5.99,6.94,11.99,5.140740740740741,9.253333333333334,uplift_1.8x,APPLY
Madden 2008 - Gamecube Game,Gamecube,25.19,24.99,25.19,44.99,18.659259259259258,33.586666666666666,uplift_1.8x,APPLY
Madden 97 - Gameboy Game,Gameboy,12.3,11.99,12.3,21.99,9.11111111111111,16.4,uplift_1.8x,APPLY
Madden NFL '95 - Sega Genesis Game,Sega Genesis,5.9,4.99,5.9,9.99,4.37037037037037,7.866666666666666,uplift_1.8x,APPLY
Madden NFL 10 - PSP Game,PSP,13.17,12.99,13.17,22.99,9.755555555555555,17.56,uplift_1.8x,APPLY
Madden NFL 11 - PS2 Game,Playstation 2,18.98,17.99,18.98,33.99,14.059259259259258,25.306666666666665,uplift_1.8x,APPLY
Madden NFL 12 - PSP Game,PSP,29.46,28.99,29.46,52.99,21.822222222222223,39.28,uplift_1.8x,APPLY
Magi-Nation - Gameboy Color Game,Gameboy Color,30.31,29.99,30.31,53.99,22.45185185185185,40.41333333333333,uplift_1.8x,APPLY
Magic Pengel The Quest For Color - PS2 Game,Playstation 2,47.41,46.99,47.41,84.99,35.11851851851851,63.213333333333324,uplift_1.8x,APPLY
Magical Quest starring Mickey Mouse - SNES Game,SNES,24.2,23.99,24.2,42.99,17.925925925925924,32.266666666666666,uplift_1.8x,APPLY
Magician - NES Game,NES,58.88,57.99,58.88,104.99,43.614814814814814,78.50666666666666,uplift_1.8x,APPLY
Magmax - NES Game,NES,13.04,12.99,13.04,22.99,9.659259259259258,17.386666666666667,uplift_1.8x,APPLY
Major League Baseball 2K10 - PS2 Game,Playstation 2,7.77,6.99,7.77,13.99,5.755555555555555,10.36,uplift_1.8x,APPLY
Major League Baseball 2K10 - PSP Game,PSP,7.95,6.99,7.95,13.99,5.888888888888888,10.6,uplift_1.8x,APPLY
Major League Baseball 2K11 - PS2 Game,Playstation 2,7.33,6.99,7.33,12.99,5.42962962962963,9.773333333333333,uplift_1.8x,APPLY
Major League Baseball 2K11 - PSP Game,PSP,7.74,6.99,7.74,12.99,5.733333333333333,10.32,uplift_1.8x,APPLY
Major League Baseball 2K6 - PSP Game,PSP,5.82,4.99,5.82,9.99,4.311111111111111,7.76,uplift_1.8x,APPLY
Major League Baseball 2K7 - GBA Game,Gameboy Advance,12.82,11.99,12.82,22.99,9.496296296296295,17.09333333333333,uplift_1.8x,APPLY
Major League Baseball 2K7 - PS2 Game,Playstation 2,6.08,5.99,6.08,9.99,4.503703703703703,8.106666666666666,uplift_1.8x,APPLY
Major League Baseball 2K7 - PSP Game,PSP,3.86,2.99,3.86,5.99,2.859259259259259,5.1466666666666665,uplift_1.8x,APPLY
Major League Baseball 2K8 - PSP Game,PSP,7.97,6.99,7.97,13.99,5.9037037037037035,10.626666666666667,uplift_1.8x,APPLY
Major League Baseball 2K9 - PSP Game,PSP,6.46,5.99,6.46,10.99,4.785185185185185,8.613333333333333,uplift_1.8x,APPLY
Mappy-Land - NES Game,NES,19.56,18.99,19.56,34.99,14.488888888888887,26.08,uplift_1.8x,APPLY
Marble Madness - Sega Genesis Game,Sega Genesis,21.74,20.99,21.74,38.99,16.1037037037037,28.98666666666666,uplift_1.8x,APPLY
Mario is Missing - SNES Game,SNES,20.33,19.99,20.33,35.99,15.059259259259257,27.106666666666662,uplift_1.8x,APPLY
Mario Paint - SNES Game,SNES,7.95,6.99,7.95,13.99,5.888888888888888,10.6,uplift_1.8x,APPLY
Mario Tennis Ultra Smash - Wii U Game,Wii U,16.99,15.99,16.99,16.99,12.06,12.99,pc_search,APPLY
Marsupilami - Sega Genesis Game,Sega Genesis,15.24,14.99,15.24,26.99,11.288888888888888,20.32,uplift_1.8x,APPLY
Martian Gothic Unification - PS1 Game,Playstation,28.99,27.99,28.99,30.99,20.78,23.15,pc_search,APPLY
Marvel Super Hero Squad: The Infinity Gauntlet - Wii Game,Wii,9.99,8.99,9.99,13.99,6.73,7.19,pc_search,APPLY
Master of Monsters - Sega Genesis Game,Sega Genesis,85.91,84.99,85.91,153.99,63.63703703703703,114.54666666666667,uplift_1.8x,APPLY
Maui Mallard in Cold Shadow - Gameboy Game,Gameboy,39.6,38.99,39.6,70.99,29.333333333333332,52.8,uplift_1.8x,APPLY
Maui Mallard in Cold Shadow - SNES Game,SNES,65.24,64.99,65.24,116.99,48.32592592592592,86.98666666666666,uplift_1.8x,APPLY
Max Steel Covert Missions - Sega Dreamcast Game,Sega Dreamcast,14.4,13.99,14.4,24.99,10.666666666666666,19.2,uplift_1.8x,APPLY
Maximum Force Pull the Trigger - PS1 Game,Playstation,27.63,26.99,27.63,48.99,20.466666666666665,36.839999999999996,uplift_1.8x,APPLY
Mazes of Fate - GBA Game,Gameboy Advance,47.81,46.99,47.81,85.99,35.41481481481481,63.74666666666666,uplift_1.8x,APPLY
McDonald's Treasureland Adventure - Sega Genesis Game,Sega Genesis,76.82,75.99,76.82,137.99,56.9037037037037,102.42666666666666,uplift_1.8x,APPLY
Mechanized Attack - NES Game,NES,34.71,33.99,34.71,61.99,25.71111111111111,46.279999999999994,uplift_1.8x,APPLY
Mega Bomberman - Sega Genesis Game,Sega Genesis,36.18,35.99,36.18,64.99,26.799999999999997,48.239999999999995,uplift_1.8x,APPLY
Mega Man 64 - Nintendo 64 Game,Nintendo 64,94.24,93.99,94.24,168.99,69.8074074074074,125.65333333333332,uplift_1.8x,APPLY
Mega Man Anniversary Collection - PS2 Game,Playstation 2,9.99,9.99,9.99,16.99,7.3999999999999995,13.319999999999999,uplift_1.8x,APPLY
Mega Man Soccer - SNES Game,SNES,105.56,104.99,105.56,189.99,78.19259259259259,140.74666666666667,uplift_1.8x,APPLY
Mega Man X Collection - Gamecube Game,Gamecube,33.76,32.99,33.76,59.99,25.007407407407403,45.01333333333333,uplift_1.8x,APPLY
MegaRace - Sega CD Game,Sega CD,42.53,41.99,42.53,75.99,31.503703703703703,56.70666666666666,uplift_1.8x,APPLY
Mendel Palace - NES Game,NES,26.09,25.99,26.09,45.99,19.325925925925926,34.78666666666667,uplift_1.8x,APPLY
Metal Gear Solid Essential Collection - PS2 Game,Playstation 2,89.79,88.99,89.79,160.99,66.5111111111111,119.72,uplift_1.8x,APPLY
