product,console,loose_old,loose_new,cib_old,cib_new,loose_market,cib_market,source,status
Outlaw Golf: Holiday Golf - Xbox Game,Xbox,8.51,7.99,8.51,14.99,6.303703703703703,11.346666666666666,uplift_1.8x,APPLY
Outlaw Volleyball Red Hot - Xbox Game,Xbox,7.68,6.99,7.68,12.99,5.688888888888888,10.239999999999998,uplift_1.8x,APPLY
OutRun 2019 - Sega Genesis Game,Sega Genesis,26.09,25.99,26.09,45.99,19.325925925925926,34.78666666666667,uplift_1.8x,APPLY
OutRunners - Sega Genesis Game,Sega Genesis,37.57,36.99,37.57,66.99,27.82962962962963,50.093333333333334,uplift_1.8x,APPLY
Pac-Man World Rally - Gamecube Game,Gamecube,23.23,22.99,23.23,40.99,17.207407407407405,30.97333333333333,uplift_1.8x,APPLY
Paladin's Quest - SNES Game,SNES,64.16,63.99,64.16,114.99,47.52592592592592,85.54666666666665,uplift_1.8x,APPLY
Panel Action Bingo - Gameboy Game,Gameboy,12.51,11.99,12.51,21.99,9.266666666666666,16.68,uplift_1.8x,APPLY
Pangya: Fantasy Golf - PSP Game,PSP,17.49,16.99,17.49,30.99,12.955555555555554,23.319999999999997,uplift_1.8x,APPLY
Panic - Sega CD Game,Sega CD,98.14,97.99,98.14,175.99,72.6962962962963,130.85333333333332,uplift_1.8x,APPLY
Payout Poker and Casino - PSP Game,PSP,13.71,12.99,13.71,23.99,10.155555555555555,18.28,uplift_1.8x,APPLY
Peace Keepers - SNES Game,SNES,93.53,92.99,93.53,167.99,69.28148148148148,124.70666666666666,uplift_1.8x,APPLY
Pete Sampras Tennis - Sega Genesis Game,Sega Genesis,17.39,16.99,17.39,30.99,12.881481481481481,23.186666666666667,uplift_1.8x,APPLY
Peter Jackson's King Kong - PSP Game,PSP,16.99,15.99,16.99,20.99,12.5,12.5,pc_search,APPLY
Petz Catz 2 - PS2 Game,Playstation 2,16.34,15.99,16.34,28.99,12.103703703703703,21.786666666666665,uplift_1.8x,APPLY
Petz Dogz 2 - PS2 Game,Playstation 2,10.87,9.99,10.87,18.99,8.05185185185185,14.49333333333333,uplift_1.8x,APPLY
Petz: Dogz Family - PSP Game,PSP,15.98,14.99,15.98,27.99,11.837037037037037,21.30666666666667,uplift_1.8x,APPLY
Petz: Hamsterz Bunch - PSP Game,PSP,6.19,5.99,6.19,10.99,4.5851851851851855,8.253333333333334,uplift_1.8x,APPLY
Petz: Saddle Club - PSP Game,PSP,11.52,10.99,11.52,19.99,8.533333333333333,15.36,uplift_1.8x,APPLY
PGA Tour Golf 3 - Sega Genesis Game,Sega Genesis,12.59,11.99,12.59,21.99,9.325925925925926,16.78666666666667,uplift_1.8x,APPLY
Phalanx - SNES Game,SNES,40.05,39.99,40.05,71.99,29.666666666666664,53.4,uplift_1.8x,APPLY
Phantasy Star II - Sega Genesis Game,Sega Genesis,56.87,55.99,56.87,101.99,42.12592592592592,75.82666666666665,uplift_1.8x,APPLY
Phantasy Star III Generations of Doom - Sega Genesis Game,Sega Genesis,42.8,41.99,42.8,76.99,31.7037037037037,57.066666666666656,uplift_1.8x,APPLY
Phantasy Star IV - Sega Genesis Game,Sega Genesis,104.39,103.99,104.39,186.99,77.32592592592592,139.18666666666664,uplift_1.8x,APPLY
Phantom 2040 - Sega Genesis Game,Sega Genesis,18.79,17.99,18.79,32.99,13.918518518518518,25.05333333333333,uplift_1.8x,APPLY
Phantom Brave: The Hermuda Triangle - PSP Game,PSP,22.4,21.99,22.4,39.99,16.59259259259259,29.866666666666667,uplift_1.8x,APPLY
Phantom Fighter - NES Game,NES,21.05,20.99,21.05,36.99,15.592592592592592,28.066666666666666,uplift_1.8x,APPLY
Phil of the Future - GBA Game,Gameboy Advance,5.79,4.99,5.79,9.99,4.288888888888889,7.72,uplift_1.8x,APPLY
Phix the Adventure - PS1 Game,Playstation,16.15,15.99,16.15,28.99,11.962962962962962,21.53333333333333,uplift_1.8x,APPLY
Pilotwings - SNES Game,SNES,18.15,17.99,18.15,31.99,13.444444444444443,24.2,uplift_1.8x,APPLY
Pinball Hall of Fame The Williams Collection - PSP Game,PSP,10.82,9.99,10.82,18.99,8.014814814814814,14.426666666666666,uplift_1.8x,APPLY
Pinball Hall of Fame: The Williams Collection - PS2 Game,Playstation 2,9.31,8.99,9.31,15.99,6.896296296296296,12.413333333333334,uplift_1.8x,APPLY
Pinocchio - Sega Genesis Game,Sega Genesis,42.04,41.99,42.04,74.99,31.14074074074074,56.053333333333335,uplift_1.8x,APPLY
Pinocchio - SNES Game,SNES,28.96,27.99,28.96,51.99,21.451851851851853,38.61333333333334,uplift_1.8x,APPLY
Pipe Dreams 3D - PS1 Game,Playstation,6.02,5.99,6.02,9.99,4.459259259259259,8.026666666666666,uplift_1.8x,APPLY
Pirates Legend of the Black Buccaneer - PS2 Game,Playstation 2,7.56,6.99,7.56,12.99,5.6,10.08,uplift_1.8x,APPLY
Pirates of Dark Water - Sega Genesis Game,Sega Genesis,86.23,85.99,86.23,154.99,63.87407407407407,114.97333333333333,uplift_1.8x,APPLY
Pirates of the Caribbean - Xbox Game,Xbox,13.99,11.99,13.99,14.99,9.59,11.71,pc_search,APPLY
Pirates of the Caribbean Dead Man's Chest - PSP Game,PSP,11.99,9.99,11.99,10.99,7.92,8.65,pc_search,APPLY
Pitfall Mayan Adventure - SNES Game,SNES,10.74,9.99,10.74,18.99,7.955555555555555,14.319999999999999,uplift_1.8x,APPLY
PK Out of the Shadows - Gamecube Game,Gamecube,15.69,14.99,15.69,27.99,11.622222222222222,20.919999999999998,uplift_1.8x,APPLY
Play Action Football - Gameboy Game,Gameboy,9.35,8.99,9.35,15.99,6.925925925925926,12.466666666666667,uplift_1.8x,APPLY
Play Action Football - NES Game,NES,4.0,3.99,4.0,6.99,2.962962962962963,5.333333333333333,uplift_1.8x,APPLY
Play With the Teletubbies - PS1 Game,Playstation,15.11,14.99,15.11,26.99,11.192592592592591,20.146666666666665,uplift_1.8x,APPLY
Plok - SNES Game,SNES,39.88,38.99,39.88,70.99,29.54074074074074,53.17333333333333,uplift_1.8x,APPLY
Pocahontas - Sega Genesis Game,Sega Genesis,52.43,51.99,52.43,93.99,38.837037037037035,69.90666666666667,uplift_1.8x,APPLY
Pocket Pool - PSP Game,PSP,18.74,17.99,18.74,32.99,13.88148148148148,24.986666666666665,uplift_1.8x,APPLY
Polaris SnoCross - PS1 Game,Playstation,10.15,9.99,10.15,17.99,7.518518518518518,13.533333333333333,uplift_1.8x,APPLY
Pong The Next Level - Gameboy Color Game,Gameboy Color,12.33,11.99,12.33,21.99,9.133333333333333,16.44,uplift_1.8x,APPLY
Pong The Next Level - PS1 Game,Playstation,9.48,8.99,9.48,16.99,7.022222222222222,12.64,uplift_1.8x,APPLY
Pool Hustler - PS1 Game,Playstation,6.99,5.99,6.99,10.99,4.79,5.03,pc_search,APPLY
Populous - SNES Game,SNES,7.21,6.99,7.21,11.99,5.34074074074074,9.613333333333333,uplift_1.8x,APPLY
Porky Pig's Haunted Holiday - SNES Game,SNES,19.68,18.99,19.68,34.99,14.577777777777776,26.24,uplift_1.8x,APPLY
Portal Runner - Gameboy Color Game,Gameboy Color,14.18,13.99,14.18,24.99,10.503703703703703,18.906666666666666,uplift_1.8x,APPLY
Power Play Sports Trivia - PS1 Game,Playstation,6.31,5.99,6.31,10.99,4.674074074074073,8.413333333333332,uplift_1.8x,APPLY
Power Punch II - NES Game,NES,50.71,49.99,50.71,90.99,37.56296296296296,67.61333333333333,uplift_1.8x,APPLY
Power Rangers Fighting Edition - SNES Game,SNES,48.87,47.99,48.87,86.99,36.199999999999996,65.16,uplift_1.8x,APPLY
Powerpuff Girls - Nintendo 64 Game,Nintendo 64,26.58,25.99,26.58,46.99,19.688888888888886,35.44,uplift_1.8x,APPLY
Predator 2 - Sega Genesis Game,Sega Genesis,33.22,32.99,33.22,58.99,24.607407407407404,44.29333333333333,uplift_1.8x,APPLY
Primal Rage - SNES Game,SNES,18.82,17.99,18.82,32.99,13.94074074074074,25.093333333333334,uplift_1.8x,APPLY
Prince of Persia - SNES Game,SNES,25.8,24.99,25.8,45.99,19.11111111111111,34.4,uplift_1.8x,APPLY
Prince of Persia Arabian Nights - Sega Dreamcast Game,Sega Dreamcast,69.14,68.99,69.14,123.99,51.214814814814815,92.18666666666667,uplift_1.8x,APPLY
Pro Evolution Soccer 2012 - PSP Game,PSP,13.99,12.99,13.99,17.99,10.14,10.15,pc_search,APPLY
Pro Fishing Challenge - Xbox Game,Xbox,14.4,13.99,14.4,24.99,10.666666666666666,19.2,uplift_1.8x,APPLY
Pro Moves Soccer - Sega Genesis Game,Sega Genesis,11.6,10.99,11.6,19.99,8.592592592592592,15.466666666666665,uplift_1.8x,APPLY
Pulse Racer - Xbox Game,Xbox,6.46,5.99,6.46,10.99,4.785185185185185,8.613333333333333,uplift_1.8x,APPLY
Punch-Out [Classic Series] - NES Game,NES,34.8,33.99,34.8,61.99,25.777777777777775,46.4,uplift_1.8x,APPLY
Punky Skunk - PS1 Game,Playstation,53.18,52.99,53.18,94.99,39.39259259259259,70.90666666666667,uplift_1.8x,APPLY
Puppy Luv Spa and Resort - GBA Game,Gameboy Advance,5.89,4.99,5.89,9.99,4.362962962962962,7.853333333333333,uplift_1.8x,APPLY
Puzzle Challenge Crosswords and More - PS2 Game,Playstation 2,5.55,4.99,5.55,9.99,4.111111111111111,7.3999999999999995,uplift_1.8x,APPLY
Puzzle Challenge Crosswords and More - PSP Game,PSP,5.58,4.99,5.58,9.99,4.133333333333333,7.4399999999999995,uplift_1.8x,APPLY
Puzzle Guzzle - PSP Game,PSP,6.35,5.99,6.35,10.99,4.703703703703703,8.466666666666667,uplift_1.8x,APPLY
Puzzle Scape - PSP Game,PSP,10.93,9.99,10.93,18.99,8.096296296296295,14.57333333333333,uplift_1.8x,APPLY
Q*bert - Gameboy Color Game,Gameboy Color,22.33,21.99,22.33,39.99,16.540740740740738,29.77333333333333,uplift_1.8x,APPLY
Q*bert - NES Game,NES,19.87,18.99,19.87,34.99,14.718518518518518,26.493333333333332,uplift_1.8x,APPLY
Quarterback Attack with Mike Ditka - Sega Saturn Game,Sega Saturn,10.4,9.99,10.4,17.99,7.703703703703703,13.866666666666665,uplift_1.8x,APPLY
R-Type Command - PSP Game,PSP,21.26,20.99,21.26,37.99,15.748148148148148,28.346666666666668,uplift_1.8x,APPLY
R-Type III The Third Lightning - GBA Game,Gameboy Advance,73.96,72.99,73.96,132.99,54.78518518518518,98.61333333333332,uplift_1.8x,APPLY
Rabbids Land - Wii U Game,Wii U,13.99,12.99,13.99,17.99,9.95,10.07,pc_search,APPLY
Race Driver 2006 - PSP Game,PSP,21.2,20.99,21.2,37.99,15.703703703703702,28.266666666666666,uplift_1.8x,APPLY
Rad Racer II - NES Game,NES,14.83,13.99,14.83,25.99,10.985185185185184,19.773333333333333,uplift_1.8x,APPLY
Rainbow Islands Evolution - PSP Game,PSP,10.99,9.99,10.99,14.99,7.43,8.0,pc_search,APPLY
Rainbow Six Critical Hour - Xbox Game,Xbox,10.13,9.99,10.13,17.99,7.503703703703704,13.506666666666668,uplift_1.8x,APPLY
Rambo - NES Game,NES,13.99,13.99,13.99,24.99,10.362962962962962,18.653333333333332,uplift_1.8x,APPLY
Rambo III - Sega Genesis Game,Sega Genesis,44.21,43.99,44.21,78.99,32.74814814814815,58.946666666666665,uplift_1.8x,APPLY
Rapala Trophies - PSP Game,PSP,5.31,4.99,5.31,8.99,3.9333333333333327,7.079999999999999,uplift_1.8x,APPLY
Rastan Saga II - Sega Genesis Game,Sega Genesis,35.26,34.99,35.26,62.99,26.118518518518517,47.01333333333333,uplift_1.8x,APPLY
Rave Master - Gamecube Game,Gamecube,36.56,35.99,36.56,64.99,27.081481481481482,48.74666666666667,uplift_1.8x,APPLY
Ray Crisis - PS1 Game,Playstation,148.2,147.99,148.2,265.99,109.77777777777776,197.59999999999997,uplift_1.8x,APPLY
Razor Freestyle Scooter - PS1 Game,Playstation,6.1,5.99,6.1,9.99,4.518518518518518,8.133333333333333,uplift_1.8x,APPLY
RBI Baseball 3 - Sega Genesis Game,Sega Genesis,9.08,8.99,9.08,15.99,6.725925925925925,12.106666666666666,uplift_1.8x,APPLY
RBI Baseball 93 - Sega Genesis Game,Sega Genesis,9.98,8.99,9.98,16.99,7.392592592592592,13.306666666666667,uplift_1.8x,APPLY
RBI Baseball 94 - Sega Genesis Game,Sega Genesis,11.51,10.99,11.51,19.99,8.525925925925925,15.346666666666666,uplift_1.8x,APPLY
Red Zone - Sega Genesis Game,Sega Genesis,53.64,52.99,53.64,95.99,39.733333333333334,71.52000000000001,uplift_1.8x,APPLY
Rescue Copter - PS1 Game,Playstation,9.01,8.99,9.01,15.99,6.674074074074073,12.013333333333332,uplift_1.8x,APPLY
Rescue Heroes Billy Blazes - GBA Game,Gameboy Advance,12.93,11.99,12.93,22.99,9.577777777777778,17.24,uplift_1.8x,APPLY
Rescue Heroes Fire Frenzy - Gameboy Color Game,Gameboy Color,5.8,4.99,5.8,9.99,4.296296296296296,7.7333333333333325,uplift_1.8x,APPLY
Resident Evil 2: Dual Shock Edition - PS1 Game,Playstation,152.0,151.99,152.0,272.99,112.59259259259258,202.66666666666666,uplift_1.8x,APPLY
Resident Evil 3 Nemesis [2 Disc] - PS1 Game,Playstation,80.14,79.99,80.14,143.99,59.36296296296296,106.85333333333332,uplift_1.8x,APPLY
Resident Evil Essentials - PS2 Game,Playstation 2,54.91,53.99,54.91,97.99,40.67407407407407,73.21333333333332,uplift_1.8x,APPLY
Revenge of the Ninja - Sega CD Game,Sega CD,56.0,55.99,56.0,99.99,41.48148148148148,74.66666666666667,uplift_1.8x,APPLY
Rhapsody A Musical Adventure - PS1 Game,Playstation,113.05,112.99,113.05,202.99,83.74074074074073,150.73333333333332,uplift_1.8x,APPLY
Ridge Racer 2 - PSP Game,PSP,29.74,28.99,29.74,52.99,22.02962962962963,39.65333333333333,uplift_1.8x,APPLY
Rings of Power - Sega Genesis Game,Sega Genesis,54.38,53.99,54.38,96.99,40.28148148148148,72.50666666666666,uplift_1.8x,APPLY
Rippin' Riders Snowboarding - Sega Dreamcast Game,Sega Dreamcast,7.46,6.99,7.46,12.99,5.525925925925925,9.946666666666665,uplift_1.8x,APPLY
Rise of the Robots - SNES Game,SNES,11.96,10.99,11.96,20.99,8.85925925925926,15.946666666666667,uplift_1.8x,APPLY
Risk / Battleship / Clue - GBA Game,Gameboy Advance,7.76,6.99,7.76,12.99,5.748148148148148,10.346666666666666,uplift_1.8x,APPLY
River City Ransom - NES Game,NES,46.4,45.99,46.4,82.99,34.37037037037037,61.86666666666666,uplift_1.8x,APPLY
Riviera The Promised Land - GBA Game,Gameboy Advance,65.24,64.99,65.24,116.99,48.32592592592592,86.98666666666666,uplift_1.8x,APPLY
Road Runner - NES Game,NES,22.01,21.99,22.01,38.99,16.303703703703704,29.346666666666668,uplift_1.8x,APPLY
Road Trip - Gamecube Game,Gamecube,27.88,26.99,27.88,49.99,20.65185185185185,37.173333333333325,uplift_1.8x,APPLY
Roadkill - Xbox Game,Xbox,20.99,19.99,20.99,24.99,15.0,15.36,pc_search,APPLY
Robocop 3 - Sega Genesis Game,Sega Genesis,35.16,34.99,35.16,62.99,26.04444444444444,46.879999999999995,uplift_1.8x,APPLY
Robocop vs The Terminator - SNES Game,SNES,27.94,26.99,27.94,49.99,20.696296296296296,37.25333333333334,uplift_1.8x,APPLY
Rock 'n Ball - NES Game,NES,12.96,11.99,12.96,22.99,9.6,17.28,uplift_1.8x,APPLY
Rock 'n Roll Racing - Sega Genesis Game,Sega Genesis,74.59,73.99,74.59,133.99,55.25185185185185,99.45333333333333,uplift_1.8x,APPLY
Rock 'n Roll Racing - SNES Game,SNES,72.08,71.99,72.08,128.99,53.392592592592585,96.10666666666665,uplift_1.8x,APPLY
Rock em Sock em Robots Arena - PS1 Game,Playstation,17.88,16.99,17.88,31.99,13.244444444444444,23.84,uplift_1.8x,APPLY
Rocket Knight Adventures - Sega Genesis Game,Sega Genesis,49.95,48.99,49.95,88.99,37.0,66.60000000000001,uplift_1.8x,APPLY
Rocket Power Beach Bandits - GBA Game,Gameboy Advance,5.06,4.99,5.06,8.99,3.7481481481481476,6.746666666666666,uplift_1.8x,APPLY
Rocket Power Zero Gravity Zone - GBA Game,Gameboy Advance,4.93,3.99,4.93,7.99,3.6518518518518515,6.573333333333332,uplift_1.8x,APPLY
Rocko's Modern Life - SNES Game,SNES,36.24,35.99,36.24,64.99,26.844444444444445,48.32,uplift_1.8x,APPLY
Rocky Balboa - PSP Game,PSP,20.8,19.99,20.8,24.99,14.94,15.0,pc_search,APPLY
Rocky Rodent - SNES Game,SNES,29.19,28.99,29.19,51.99,21.62222222222222,38.919999999999995,uplift_1.8x,APPLY
Roger Clemens' MVP Baseball - Sega Genesis Game,Sega Genesis,8.61,7.99,8.61,14.99,6.377777777777777,11.479999999999999,uplift_1.8x,APPLY
Rolling Thunder - NES Game,NES,15.94,14.99,15.94,27.99,11.807407407407407,21.253333333333334,uplift_1.8x,APPLY
Rolling Thunder 2 - Sega Genesis Game,Sega Genesis,71.4,70.99,71.4,127.99,52.88888888888889,95.2,uplift_1.8x,APPLY
Rolling Thunder 3 - Sega Genesis Game,Sega Genesis,115.93,114.99,115.93,207.99,85.87407407407407,154.57333333333332,uplift_1.8x,APPLY
Rugby World Cup 95 - Sega Genesis Game,Sega Genesis,9.28,8.99,9.28,15.99,6.874074074074073,12.373333333333333,uplift_1.8x,APPLY
Run Saber - SNES Game,SNES,148.41,147.99,148.41,266.99,109.93333333333332,197.88,uplift_1.8x,APPLY
Saint Sword - Sega Genesis Game,Sega Genesis,52.88,51.99,52.88,94.99,39.17037037037037,70.50666666666667,uplift_1.8x,APPLY
Saiyuki Journey West - PS1 Game,Playstation,97.83,96.99,97.83,175.99,72.46666666666665,130.43999999999997,uplift_1.8x,APPLY
Sammy Sosa High Heat Baseball 2001 - PS1 Game,Playstation,7.22,6.99,7.22,12.99,5.348148148148147,9.626666666666665,uplift_1.8x,APPLY
Samurai Shodown - SNES Game,SNES,20.3,19.99,20.3,35.99,15.037037037037036,27.066666666666666,uplift_1.8x,APPLY
Samurai Shodown V - Xbox Game,Xbox,22.75,21.99,22.75,39.99,16.85185185185185,30.333333333333332,uplift_1.8x,APPLY
Santa Claus Jr. Advance - GBA Game,Gameboy Advance,49.99,49.99,49.99,88.99,37.02962962962963,66.65333333333334,uplift_1.8x,APPLY
Saturday Night Slam Masters - Sega Genesis Game,Sega Genesis,69.6,68.99,69.6,124.99,51.55555555555555,92.8,uplift_1.8x,APPLY
Saturday Night Slam Masters - SNES Game,SNES,37.7,36.99,37.7,66.99,27.925925925925927,50.26666666666667,uplift_1.8x,APPLY
Scaler - Gamecube Game,Gamecube,24.06,23.99,24.06,42.99,17.82222222222222,32.08,uplift_1.8x,APPLY
Scooby Doo Mystery - SNES Game,SNES,10.79,9.99,10.79,18.99,7.992592592592591,14.386666666666665,uplift_1.8x,APPLY
Scooby-Doo Mystery - Sega Genesis Game,Sega Genesis,83.23,82.99,83.23,148.99,61.65185185185185,110.97333333333333,uplift_1.8x,APPLY
Scrabble - PSP Game,PSP,8.0,7.99,8.0,13.99,5.925925925925926,10.666666666666666,uplift_1.8x,APPLY
Sea-Doo Hydrocross - PS1 Game,Playstation,6.94,5.99,6.94,11.99,5.140740740740741,9.253333333333334,uplift_1.8x,APPLY
Seaman [Mic Bundle] - Sega Dreamcast Game,Sega Dreamcast,139.99,139.99,139.99,250.99,103.6962962962963,186.65333333333334,uplift_1.8x,APPLY
Secret of Evermore - SNES Game,SNES,54.72,53.99,54.72,97.99,40.53333333333333,72.96,uplift_1.8x,APPLY
Secret of Mana - SNES Game,SNES,76.56,75.99,76.56,136.99,56.71111111111111,102.08,uplift_1.8x,APPLY
Sega Rally Revo - PSP Game,PSP,14.83,13.99,14.83,25.99,10.985185185185184,19.773333333333333,uplift_1.8x,APPLY
Separation Anxiety - SNES Game,SNES,44.23,43.99,44.23,78.99,32.76296296296296,58.97333333333333,uplift_1.8x,APPLY
Serious Sam II - Xbox Game,Xbox,20.99,19.99,20.99,24.99,14.9,15.0,pc_search,APPLY
Shadow of Destiny - PS2 Game,Playstation 2,28.46,27.99,28.46,50.99,21.081481481481482,37.94666666666667,uplift_1.8x,APPLY
Shadow of the Beast II - Sega CD Game,Sega CD,128.45,127.99,128.45,230.99,95.14814814814814,171.26666666666665,uplift_1.8x,APPLY
Shadowrun - Sega Genesis Game,Sega Genesis,59.45,58.99,59.45,106.99,44.03703703703704,79.26666666666667,uplift_1.8x,APPLY
Shadowrun - SNES Game,SNES,93.61,92.99,93.61,167.99,69.34074074074074,124.81333333333333,uplift_1.8x,APPLY
Shanghai True Valor - PS1 Game,Playstation,11.99,10.99,11.99,15.99,8.41,8.65,pc_search,APPLY
Shaq Fu - Sega Genesis Game,Sega Genesis,9.61,8.99,9.61,16.99,7.118518518518518,12.813333333333333,uplift_1.8x,APPLY
Shaq Fu - SNES Game,SNES,14.11,13.99,14.11,24.99,10.45185185185185,18.813333333333333,uplift_1.8x,APPLY
Sheep Raider - PS1 Game,Playstation,57.32,56.99,57.32,102.99,42.459259259259255,76.42666666666666,uplift_1.8x,APPLY
Sherlock Holmes & Sega Classics - Sega CD Game,Sega CD,25.02,24.99,25.02,44.99,18.53333333333333,33.36,uplift_1.8x,APPLY
Sherlock Holmes Volume I - Sega CD Game,Sega CD,12.19,11.99,12.19,20.99,9.029629629629628,16.25333333333333,uplift_1.8x,APPLY
Sherlock Holmes Volume II - Sega CD Game,Sega CD,14.13,13.99,14.13,24.99,10.466666666666667,18.84,uplift_1.8x,APPLY
Shingen the Ruler - NES Game,NES,19.63,18.99,19.63,34.99,14.54074074074074,26.173333333333332,uplift_1.8x,APPLY
Shining in the Darkness - Sega Genesis Game,Sega Genesis,37.98,36.99,37.98,67.99,28.13333333333333,50.63999999999999,uplift_1.8x,APPLY
Shinobi - NES Game,NES,24.59,23.99,24.59,43.99,18.214814814814815,32.78666666666667,uplift_1.8x,APPLY
Shinobi III Return of the Ninja Master - Sega Genesis Game,Sega Genesis,36.38,35.99,36.38,64.99,26.94814814814815,48.50666666666667,uplift_1.8x,APPLY
Shooting Range - NES Game,NES,19.34,18.99,19.34,33.99,14.325925925925924,25.786666666666665,uplift_1.8x,APPLY
Short Order/Eggsplode - NES Game,NES,18.31,17.99,18.31,31.99,13.562962962962962,24.41333333333333,uplift_1.8x,APPLY
Side Pocket - Sega Genesis Game,Sega Genesis,15.38,14.99,15.38,26.99,11.392592592592592,20.506666666666668,uplift_1.8x,APPLY
Silent Hill Experience - PSP Game,PSP,52.99,52.99,52.99,94.99,39.25185185185185,70.65333333333334,uplift_1.8x,APPLY
Silk Worm - NES Game,NES,30.33,29.99,30.33,53.99,22.466666666666665,40.44,uplift_1.8x,APPLY
Silver Surfer - NES Game,NES,36.24,35.99,36.24,64.99,26.844444444444445,48.32,uplift_1.8x,APPLY
SimCity - SNES Game,SNES,17.04,16.99,17.04,29.99,12.62222222222222,22.719999999999995,uplift_1.8x,APPLY
SingStar Pop Vol. 2 - PS2 Game,Playstation 2,12.41,11.99,12.41,21.99,9.192592592592591,16.546666666666663,uplift_1.8x,APPLY
Skate or Die 2 - NES Game,NES,14.43,13.99,14.43,24.99,10.688888888888888,19.24,uplift_1.8x,APPLY
Ski and Shoot - PS2 Game,Playstation 2,4.03,3.99,4.03,6.99,2.9851851851851854,5.373333333333334,uplift_1.8x,APPLY
Skitchin - Sega Genesis Game,Sega Genesis,21.33,20.99,21.33,37.99,15.799999999999997,28.439999999999994,uplift_1.8x,APPLY
Sky Gunner - PS2 Game,Playstation 2,103.76,102.99,103.76,185.99,76.85925925925926,138.34666666666666,uplift_1.8x,APPLY
Skydiving Extreme - PS1 Game,Playstation,6.1,5.99,6.1,9.99,4.518518518518518,8.133333333333333,uplift_1.8x,APPLY
Slots - PS1 Game,Playstation,9.37,8.99,9.37,15.99,6.94074074074074,12.493333333333332,uplift_1.8x,APPLY
Smart Bomb - PSP Game,PSP,4.91,3.99,4.91,7.99,3.637037037037037,6.546666666666667,uplift_1.8x,APPLY
Smashing Drive - Gamecube Game,Gamecube,18.06,17.99,18.06,31.99,13.377777777777776,24.08,uplift_1.8x,APPLY
Snoopy vs. the Red Baron - PS2 Game,Playstation 2,25.19,24.99,25.19,44.99,18.659259259259258,33.586666666666666,uplift_1.8x,APPLY
Snoopy's Silly Sports - NES Game,NES,14.91,13.99,14.91,25.99,11.044444444444444,19.88,uplift_1.8x,APPLY
Soccer Mania - GBA Game,Gameboy Advance,7.24,6.99,7.24,12.99,5.362962962962963,9.653333333333334,uplift_1.8x,APPLY
SOCOM III US Navy Seals - PS2 Game,Playstation 2,6.99,6.99,6.99,11.99,5.177777777777778,9.32,uplift_1.8x,APPLY
Sonic Classics - Sega Genesis Game,Sega Genesis,20.34,19.99,20.34,35.99,15.066666666666666,27.12,uplift_1.8x,APPLY
Sonic Riders - Xbox Game,Xbox,9.99,47.99,9.99,66.99,35.65,49.99,pc_search,APPLY
Sonic Unleashed - Wii Game,Wii,17.99,16.99,17.99,18.99,12.99,14.21,pc_search,APPLY
Space Invaders - SNES Game,SNES,17.33,16.99,17.33,30.99,12.837037037037035,23.106666666666666,uplift_1.8x,APPLY
Space Raiders - Gamecube Game,Gamecube,17.05,16.99,17.05,29.99,12.62962962962963,22.733333333333334,uplift_1.8x,APPLY
Spawn - Gameboy Color Game,Gameboy Color,66.13,65.99,66.13,118.99,48.98518518518518,88.17333333333333,uplift_1.8x,APPLY
Spawn - SNES Game,SNES,23.55,22.99,23.55,41.99,17.444444444444443,31.4,uplift_1.8x,APPLY
Spectral Souls - PSP Game,PSP,30.18,29.99,30.18,53.99,22.355555555555554,40.24,uplift_1.8x,APPLY
Speedball 2 - Sega Genesis Game,Sega Genesis,26.71,25.99,26.71,47.99,19.785185185185185,35.61333333333334,uplift_1.8x,APPLY
Speedy Gonzales Los Gatos Bandidos - SNES Game,SNES,17.11,16.99,17.11,29.99,12.674074074074072,22.81333333333333,uplift_1.8x,APPLY
Spiderman - Nintendo 64 Game,Nintendo 64,46.43,45.99,46.43,82.99,34.39259259259259,61.906666666666666,uplift_1.8x,APPLY
Spiderman X-Men Arcade's Revenge - SNES Game,SNES,16.3,15.99,16.3,28.99,12.074074074074074,21.733333333333334,uplift_1.8x,APPLY
SpongeBob SquarePants Revenge of the Flying Dutchman - PS2 Game,Playstation 2,14.99,12.99,14.99,17.99,9.96,9.99,pc_search,APPLY
SpongeBob's Atlantis SquarePantis - GBA Game,Gameboy Advance,12.82,11.99,12.82,22.99,9.496296296296295,17.09333333333333,uplift_1.8x,APPLY
Sports Illustrated for Kids the Ultimate Triple Dare - Gameboy Game,Gameboy,14.43,13.99,14.43,24.99,10.688888888888888,19.24,uplift_1.8x,APPLY
Sports Illustrated Golf Classic - Gameboy Game,Gameboy,7.8,6.99,7.8,13.99,5.777777777777778,10.4,uplift_1.8x,APPLY
Sports Talk Baseball - Sega Genesis Game,Sega Genesis,7.98,6.99,7.98,13.99,5.911111111111111,10.64,uplift_1.8x,APPLY
Spot Goes To Hollywood - Sega Genesis Game,Sega Genesis,27.9,26.99,27.9,49.99,20.666666666666664,37.199999999999996,uplift_1.8x,APPLY
Spot: The Video Game - NES Game,NES,15.95,14.99,15.95,27.99,11.814814814814813,21.266666666666666,uplift_1.8x,APPLY
Sprint Cars 2 Showdown at Eldora - PS2 Game,Playstation 2,13.62,12.99,13.62,23.99,10.088888888888887,18.159999999999997,uplift_1.8x,APPLY
Spy Kids Challenger - GBA Game,Gameboy Advance,7.02,6.99,7.02,11.99,5.199999999999999,9.36,uplift_1.8x,APPLY
